602-584403586253135874 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585134117185982464 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584222922983616512 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584282813014417408 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585291117865893888 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584309271095070720 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584319487756922880 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584440753323020288 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584503082005823488 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-586408550756286464 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-587225005076963329 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584451721486675968 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584277360251277312 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584371132066897920 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584339883369586690 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584219089846939648 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584356708979474433 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584311147525836800 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584333600696315905 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584339735793000448 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585527202470567936 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584281468999991296 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584304484844761088 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584246745086984192 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584294435728527360 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584392822037553152 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584243424288575490 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585487724121104384 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584421032578195456 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584515322813681664 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585292025563590657 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584447919052476416 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584313867842490368 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585421879189594112 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584247418394451968 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585406591416930305 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584401369827774464 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585255782943498240 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584449346009174016 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584290132670472192 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-585173451071217665 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584328083882278912 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584436657534803968 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
602-584466835011166208 The whole world stood for CharlieHebdo and showed solidarity for Germanwings African lives matter too Garissa [u'the', u'whole', u'world', u'stood', u'for', u'charliehebdo', u'and', u'showed', u'solidarity', u'for', u'germanwings', u'african', u'lives', u'matter', u'too', u'garissa'] 1.0
